"position","wealth","industry","full_name","age","country_of_residence","city_of_residence","source","citizenship","gender"
1434,2100,"Technology","Mu Rongjun",43,"China","Beijing","E-commerce","China","M"
1434,2100,"Manufacturing","Eugene Murtagh",80,"Ireland","Kingscourt","Building materials","Ireland","M"
1434,2100,"Finance & Investments","Alexander Nesis",60,"Russia","Moscow","Metals, banking, fertilizers","Russia","M"
1434,2100,"Manufacturing","Zugen Ni",66,"China","Suzhou","Appliances","China","M"
1434,2100,"Construction & Engineering","Florentino Perez",76,"Spain","Madrid","Construction","Spain","M"
1434,2100,"Metals & Mining","Victor Pinchuk",62,"Ukraine","Kiev","Steel pipes, diversified","Ukraine","M"
1434,2100,"Technology","Leonid Radvinsky",40,"United States","Unknown","E-commerce","United States","M"
1434,2100,"Technology","Raveendran Byju",41,"India","Bangalore","Education technology","India","M"
1434,2100,"Construction & Engineering","P.P. Reddy",65,"India","Hyderabad","Infrastructure","India","M"
1434,2100,"Fashion & Retail","Richard Saghian",41,"United States","Los Angeles","Fast fashion","United States","M"
1434,2100,"Healthcare","Shi Yifeng",49,"China","Beijing","Medical cosmetics","China","M"
1434,2100,"Finance & Investments","Thaksin Shinawatra",73,"United Arab Emirates","Dubai","Investments","Thailand","M"
1434,2100,"Healthcare","Timothy Springer",75,"United States","Chestnut Hill","Biotech","United States","M"
1434,2100,"Automotive","Venu Srinivasan",70,"India","Chennai","Two-wheelers","India","M"
1434,2100,"Fashion & Retail","Edward Stack",68,"United States","Sewickley","Dick's Sporting Goods","United States","M"
1434,2100,"Food & Beverage","Sun Mengquan & family",73,"China","Yantai","Edible oil","China","M"
1434,2100,"Finance & Investments","Alexander Svetakov",55,"Russia","Moscow","Real estate","Russia","M"
1434,2100,"Fashion & Retail","Torsten Toeller",56,"Germany","Krefeld","Pet food","Germany","M"
1434,2100,"Food & Beverage","Barbara Tyson",74,"United States","Fayetteville","Food processing","United States","F"
1434,2100,"Food & Beverage","Hamdi Ulukaya",50,"United States","Norwich","Greek yogurt","Turkey","M"
1434,2100,"Construction & Engineering","Wang Linpeng",54,"China","Beijing","Furniture retailing","China","M"
1434,2100,"Food & Beverage","Wei Ing-Chou",69,"China","Tianjin","Food, beverages","Taiwan","M"
1434,2100,"Food & Beverage","Wei Yin-Chun",66,"Taiwan","Taipei","Food, beverages","Taiwan","M"
1434,2100,"Food & Beverage","Wei Yin-Heng",64,"China","Shanghai","Food, beverages","Taiwan","M"
1434,2100,"Food & Beverage","Wei Ying-Chiao",68,"Taiwan","Taipei","Food, beverages","Taiwan","M"
1434,2100,"Gambling & Casinos","Elaine Wynn",80,"United States","Las Vegas","Casinos, hotels","United States","F"
1434,2100,"Automotive","Xu Xudong & family",53,"China","Ningbo","Auto parts","China","M"
1434,2100,"Fashion & Retail","Michael Ying",73,"Hong Kong","Hong Kong","Retail","Hong Kong","M"
1434,2100,"Manufacturing","Yu Qibing & family",57,"China","Ningbo","Glass","China","M"
1434,2100,"Manufacturing","Yuan Fugen & family",72,"China","Suzhou","Metal processing","China","M"
1434,2100,"Manufacturing","Zhang Ning & family",49,"China","Shanghai","Chemicals","Canada","F"
1434,2100,"Healthcare","Zhao Tao",57,"China","Xi'an","Pharmaceuticals","Singapore","M"
1516,2000,"Construction & Engineering","Anu Aga",80,"India","Pune","Engineering","India","F"
1516,2000,"Fashion & Retail","Mohamed Al Fayed",94,"United Kingdom","London","Retail, investments","Egypt","M"
1516,2000,"Technology","Andrey Andreev",49,"United Kingdom","London","Online dating","United Kingdom","M"
1516,2000,"Finance & Investments","Michael Ashcroft",77,"Turks and Caicos Islands","Turks and Caicos Islands","Security","United Kingdom","M"
1516,2000,"Technology","Pavel Baudis",62,"Czech Republic","Prague","Software","Czech Republic","M"
1516,2000,"Healthcare","Wilhelm Beier & family",66,"Germany","Unknown","Pharmaceuticals","Germany","M"
1516,2000,"Manufacturing","Cao Jianwei",44,"China","Shangyu","Semiconductors","China","M"
1516,2000,"Manufacturing","Huwen Chen",52,"China","Shanghai","Stationery","China","M"
1516,2000,"Diversified","Phongthep Chiaravanont",71,"Thailand","Bangkok","Diversified","Thailand","M"
1516,2000,"Diversified","Dou Zhenggang",69,"China","Hangzhou","Energy, chemicals","China","M"
1516,2000,"Food & Beverage","Maria Franca Fissolo",88,"Monaco","Monaco","Nutella, chocolates","Italy","F"
1516,2000,"Diversified","William Franke",85,"United States","Houston","Low-cost airlines","United States","M"
1516,2000,"Healthcare","Mario Germano Giuliani",51,"Monaco","Monaco","Pharmaceuticals","Switzerland","M"
1516,2000,"Real Estate","Amy Goldman Fowler",68,"United States","Rhinebeck","Real estate","United States","F"
1516,2000,"Metals & Mining","John Hancock",47,"United Kingdom","London","Mining","Australia","M"
1516,2000,"Technology","Hu Yangzhong",58,"China","Hangzhou","Technology","China","M"
1516,2000,"Manufacturing","Huang Dawen",62,"Hong Kong","Hong Kong","Silicon","Hong Kong","M"
1516,2000,"Media & Entertainment","Huang Qiaoling",64,"China","Hangzhou","Amusement parks","China","M"
1516,2000,"Finance & Investments","Rajiv Jain",55,"United States","Fort Lauderdale","Finance","United States","M"
1516,2000,"Sports","Michael Jordan",60,"United States","Jupiter","Charlotte Hornets, endorsements","United States","M"
1516,2000,"Real Estate","Diane Kemper",77,"United States","New York","Real estate","United States","F"
1516,2000,"Technology","Shlomo Kramer",57,"Israel","Tel Aviv","Software, investments","Israel","M"
1516,2000,"Healthcare","Heikki Kyostila",77,"Finland","Helsinki","Dental products","Finland","M"
1516,2000,"Technology","Martin Lau",50,"Hong Kong","Hong Kong","E-commerce","Hong Kong","M"
1516,2000,"Technology","Li Min",57,"China","Fuzhou","Semiconductor","China","M"
1516,2000,"Technology","Liang Rubo",40,"China","Beijing","TikTok","China","M"
1516,2000,"Manufacturing","Liang Zhaoxian",58,"China","Foshan","Appliances","China","M"
1516,2000,"Energy","Lin Fanlian",61,"China","Linyi","Energy, real estate","China","M"
1516,2000,"Manufacturing","Aloke Lohia",64,"Thailand","Bangkok","Petrochemicals","India","M"
1516,2000,"Real Estate","Bill Malhotra",73,"Canada","Ottawa","Real estate","Canada","M"
1516,2000,"Finance & Investments","Alexander Mamut",63,"Israel","Tel Aviv","Investments","Russia","M"
1516,2000,"Telecom","Craig McCaw",73,"United States","Hunts Point","Telecom","United States","M"
1516,2000,"Manufacturing","Cunhui Nan",59,"China","Wenzhou","Power equipment","China","M"
1516,2000,"Service","Tengyun Nie & family",47,"China","Shanghai","Logistics","China","M"
1516,2000,"Finance & Investments","Oei Hong Leong",75,"Singapore","Singapore","Investments","Singapore","M"
1516,2000,"Metals & Mining","Clive Palmer",69,"Australia","Brisbane","Mining","Australia","M"
1516,2000,"Technology","Matthew Prince",48,"United States","Park City","Cybersecurity","United States","M"
1516,2000,"Service","Linda Pritzker",69,"United States","Missoula","Hotels, investments","United States","F"
1516,2000,"Construction & Engineering","P.V. Krishna Reddy",53,"India","Hyderabad","Infrastructure","India","M"
1516,2000,"Metals & Mining","Bianca Rinehart",46,"Australia","Brisbane","Mining","Australia","F"
1516,2000,"Metals & Mining","Ginia Rinehart",36,"Australia","Sydney","Mining","Australia","F"
1516,2000,"Finance & Investments","T. Denny Sanford",87,"United States","Sioux Falls","Banking, credit cards","United States","M"
1516,2000,"Manufacturing","Bhadresh Shah",71,"India","Ahmedabad","Engineering","India","M"
1516,2000,"Media & Entertainment","Zygmunt Solorz-Zak",66,"Poland","Warsaw","TV broadcasting","Poland","M"
1516,2000,"Fashion & Retail","Sylvia Stroeher",67,"Germany","Darmstadt","Cosmetics","Germany","F"
1516,2000,"Technology","Otto Toto Sugiri",69,"Indonesia","Jakarta","Data centers","Indonesia","M"
1516,2000,"Sports","Larry Tanenbaum",77,"Canada","Toronto","Sports","Canada","M"
1516,2000,"Finance & Investments","Wichai Thongtang",76,"Thailand","Bangkok","Investments","Thailand","M"
1516,2000,"Finance & Investments","Ion Tiriac",83,"Romania","Bucharest","Banking, insurance","Romania","M"
1516,2000,"Metals & Mining","Hope Welker",37,"United States","New York","Mining","Australia","F"
1516,2000,"Manufacturing","William Young",82,"United States","Ypsilanti","Plastics","United States","M"
1516,2000,"Technology","Zhang Fan",57,"China","Shenzhen","Touch screens","China","M"
1516,2000,"Technology","Shilong Zhang & family",57,"China","Beijing","Semiconductor","China","M"
1516,2000,"Manufacturing","Zhang Wanzhen",73,"China","Chaozhou","Electronics components","China","M"
1516,2000,"Technology","Hongfei Zhao",48,"China","Beijing","Software","China","M"
1516,2000,"Energy","Zhou Jian",46,"China","Shenzhen","Solar energy equipment","China","M"
1516,2000,"Healthcare","Zhu Yiwen & family",59,"China","Shanghai","Healthcare","China","M"
1575,1900,"Diversified","Roberto Angelini Rossi",74,"Chile","Santiago","Forestry, mining","Chile","M"
1575,1900,"Energy","Mika Anttonen",56,"Finland","Helsinki","Oil & gas","Finland","M"
1575,1900,"Sports","David Blitzer",53,"United States","New York","Sports","United States","M"
1575,1900,"Finance & Investments","Julio Bozano",87,"Brazil","Rio de Janeiro","Banking","Brazil","M"
1575,1900,"Energy","Nikolai Buinov",55,"Russia","Irkutsk","Oil, gas","Russia","M"
1575,1900,"Fashion & Retail","Nicola Bulgari",82,"Italy","Rome","Luxury goods","Italy","M"
1575,1900,"Fashion & Retail","Howard Butt, III. & family",71,"United States","San Antonio","Supermarkets","United States","M"
1575,1900,"Fashion & Retail","Jianxing Che",56,"China","Shanghai","Furniture retailing","China","M"
1575,1900,"Manufacturing","Huxiong Chen",52,"China","Shanghai","Stationery","China","M"
1575,1900,"Energy","Chen Qiongxiang",59,"China","Ningde","Batteries","China","F"
1575,1900,"Technology","Chen Zhisong",57,"China","Xiamen","Communication equipment","China","M"
1575,1900,"Diversified","Manas Chiaravanond",74,"Thailand","Bangkok","Diversified","Thailand","M"
1575,1900,"Diversified","Prathip Chiravanond",74,"Thailand","Bangkok","Diversified","Thailand","M"
1575,1900,"Food & Beverage","Alexandra Daitch",60,"United States","Old Lyme","Cargill","United States","F"
1575,1900,"Food & Beverage","Sol Daurella",57,"Spain","Madrid","Coca-Cola bottler","Spain","F"
1575,1900,"Sports","Mark Davis",67,"United States","Henderson","Las Vegas Raiders","United States","M"
1575,1900,"Finance & Investments","James Dinan",63,"United States","North Salem","Hedge funds","United States","M"
1575,1900,"Automotive","Fritz Draexlmaier",65,"Germany","Landshut","Auto parts","Germany","M"
1575,1900,"Diversified","Bulent Eczacibasi",73,"Turkey","Istanbul","Pharmaceuticals, diversified","Turkey","M"
1575,1900,"Diversified","Faruk Eczacibasi",68,"Turkey","Istanbul","Pharmaceuticals, diversified","Turkey","M"
1575,1900,"Diversified","Eduardo Eurnekian",90,"Argentina","Buenos Aires","Airports, investments","Argentina","M"
1575,1900,"Real Estate","David Fong",65,"Hong Kong","Hong Kong","Real estate","Hong Kong","M"
1575,1900,"Fashion & Retail","Guo Zhenyu & family",59,"China","Kunming","Cosmetics","Canada","M"
1575,1900,"Manufacturing","Surjit Kumar Gupta",81,"India","Delhi","Electrical equipment","India","M"
1575,1900,"Diversified","Caroline Hagen Kjos",39,"Switzerland","Wollerau","Conglomerate","Norway","F"
1575,1900,"Finance & Investments","Roberto Hernandez Ramirez",81,"Mexico","Mexico City","Banking, investments","Mexico","M"
1575,1900,"Technology","Reid Hoffman",55,"United States","Palo Alto","LinkedIn","United States","M"
1575,1900,"Manufacturing","Hu Rongda & family",64,"China","Jinhua","Chemicals","China","M"
1575,1900,"Real Estate","B. Wayne Hughes, Jr.",63,"United States","Jackson","Storage facilities","United States","M"
1575,1900,"Real Estate","Hui Wing Mau",72,"Hong Kong","Hong Kong","Real estate","Hong Kong","M"
1575,1900,"Finance & Investments","Scott Kapnick",64,"United States","Naples","Private equity","United States","M"
1575,1900,"Finance & Investments","Richard Kayne",77,"United States","Santa Monica","Investments","United States","M"
1575,1900,"Finance & Investments","Dominika Kulczyk",45,"United Kingdom","London","Diversified","Poland","F"
1575,1900,"Finance & Investments","Edward Lampert",60,"United States","Miami Beach","Sears","United States","M"
1575,1900,"Diversified","Somsri Lamsam",74,"Thailand","Bangkok","Diversified","Thailand","M"
1575,1900,"Food & Beverage","James Leprino",85,"United States","Indian Hills","Cheese","United States","M"
1575,1900,"Real Estate","David Lichtenstein",61,"United States","Monsey","Real estate","United States","M"
1575,1900,"Real Estate","Lin Dingqiang & family",56,"China","Beijing","Real estate","Hong Kong","M"
1575,1900,"Food & Beverage","Sarah MacMillan",69,"United States","Los Angeles","Cargill","United States","F"
1575,1900,"Telecom","Strive Masiyiwa",62,"United Kingdom","London","Telecom","Zimbabwe","M"
1575,1900,"Fashion & Retail","Robert Miller",89,"Hong Kong","Hong Kong","Retail","United Kingdom","M"
1575,1900,"Technology","Simon Nixon",55,"United Kingdom","St. Brelade, Jersey","Price comparison website","United Kingdom","M"
1575,1900,"Food & Beverage","Kentaro Ogawa",74,"Japan","Tokyo","Restaurants","Japan","M"
1575,1900,"Manufacturing","Ajay Parekh",65,"India","Mumbai","Adhesives","India","M"
1575,1900,"Manufacturing","Narendrakumar Parekh",84,"India","Mumbai","Adhesives","India","M"
1575,1900,"Finance & Investments","Jennifer Pritzker",72,"United States","Chicago","Hotels, investments","United States","F"
1575,1900,"Fashion & Retail","G. Rajendran",80,"India","Chennai","Jewellery","India","M"
1575,1900,"Manufacturing","Ren Jianhua",66,"China","Hangzhou","Kitchen appliances","China","M"
1575,1900,"Finance & Investments","Larry Robbins",53,"United States","Alpine","Hedge funds","United States","M"
1575,1900,"Construction & Engineering","Dwight Schar",81,"United States","Palm Beach","Homebuilding, NFL team","United States","M"
1575,1900,"Energy","Shao Jianxiong",59,"China","Hangzhou","Photovoltaics","China","M"
1575,1900,"Manufacturing","Qinxiang Shao",68,"China","Hangzhou","Diversified","China","M"
1575,1900,"Technology","Hua Shen",60,"China","Jiaxing","Semiconductors","United States","M"
1575,1900,"Manufacturing","Shi Wen-long",95,"Taiwan","Tainan","Plastics","Taiwan","M"
1575,1900,"Finance & Investments","Peter Sondakh",73,"Indonesia","Surabaya","Investments","Indonesia","M"
1575,1900,"Food & Beverage","Lucy Stitzer",63,"United States","Greenwich","Cargill","United States","F"
1575,1900,"Diversified","Elizabeth Sy",70,"Philippines","Manila","Diversified","Philippines","F"
1575,1900,"Manufacturing","Hermanto Tanoko",60,"Indonesia","Surabaya","Paints","Indonesia","M"
1575,1900,"Construction & Engineering","Mehmet Sinan Tara",64,"Turkey","Istanbul","Construction","Turkey","M"
1575,1900,"Fashion & Retail","Masateru Uno & family",76,"Japan","Fukuoka","Drugstores","Japan","M"
1575,1900,"Energy","Vardis Vardinoyannis & family",90,"Greece","Athens","Oil and gas","Greece","M"
1575,1900,"Real Estate","Jitendra Virwani",57,"India","Bangalore","Real estate","India","M"
1575,1900,"Real Estate","Wang Chaobin",67,"China","Zhengzhou","Real estate","China","M"
1575,1900,"Fashion & Retail","Wang Ren-sheng",91,"China","Zhengzhou","Retail","Taiwan","M"
1575,1900,"Food & Beverage","Charlotte Colket Weber",80,"United States","Hobe Sound","Campbell Soup","United States","F"
1575,1900,"Healthcare","Xie Juhua & family",72,"China","Nanjing","Pharmaceuticals","China","F"
1575,1900,"Manufacturing","Chuanhua Xu & family",88,"China","Hangzhou","Chemicals, logistics","China","M"
