Crash,Distracted,Age
25608,Not Distracted,40-49
25609,Not Distracted,40-49
25610,Not Distracted,40-49
25611,Not Distracted,40-49
25612,Not Distracted,40-49
25613,Not Distracted,40-49
25614,Not Distracted,40-49
25615,Not Distracted,40-49
25616,Not Distracted,40-49
25617,Not Distracted,40-49
25618,Not Distracted,40-49
25619,Not Distracted,40-49
25620,Not Distracted,40-49
25621,Not Distracted,40-49
25622,Not Distracted,40-49
25623,Not Distracted,40-49
25624,Not Distracted,40-49
25625,Not Distracted,40-49
25626,Not Distracted,40-49
25627,Not Distracted,40-49
25628,Not Distracted,40-49
25629,Not Distracted,40-49
25630,Not Distracted,40-49
25631,Not Distracted,40-49
25632,Not Distracted,40-49
25633,Not Distracted,40-49
25634,Not Distracted,40-49
25635,Not Distracted,40-49
25636,Not Distracted,40-49
25637,Not Distracted,40-49
25638,Not Distracted,40-49
25639,Not Distracted,40-49
25640,Not Distracted,40-49
25641,Not Distracted,40-49
25642,Not Distracted,40-49
25643,Not Distracted,40-49
25644,Not Distracted,40-49
25645,Not Distracted,40-49
25646,Not Distracted,40-49
25647,Not Distracted,40-49
25648,Not Distracted,40-49
25649,Not Distracted,40-49
25650,Not Distracted,40-49
25651,Not Distracted,40-49
25652,Not Distracted,40-49
25653,Not Distracted,40-49
25654,Not Distracted,40-49
25655,Not Distracted,40-49
25656,Not Distracted,40-49
25657,Not Distracted,40-49
25658,Not Distracted,40-49
25659,Not Distracted,40-49
25660,Not Distracted,40-49
25661,Not Distracted,40-49
25662,Not Distracted,40-49
25663,Not Distracted,40-49
25664,Not Distracted,40-49
25665,Not Distracted,40-49
25666,Not Distracted,40-49
25667,Not Distracted,40-49
25668,Not Distracted,40-49
25669,Not Distracted,40-49
25670,Not Distracted,40-49
25671,Not Distracted,40-49
25672,Not Distracted,40-49
25673,Not Distracted,40-49
25674,Not Distracted,40-49
25675,Not Distracted,40-49
25676,Not Distracted,40-49
25677,Not Distracted,40-49
25678,Not Distracted,40-49
25679,Not Distracted,40-49
25680,Not Distracted,40-49
25681,Not Distracted,40-49
25682,Not Distracted,40-49
25683,Not Distracted,40-49
25684,Not Distracted,40-49
25685,Not Distracted,40-49
25686,Not Distracted,40-49
25687,Not Distracted,40-49
25688,Not Distracted,40-49
25689,Not Distracted,40-49
25690,Not Distracted,40-49
25691,Not Distracted,40-49
25692,Not Distracted,40-49
25693,Not Distracted,40-49
25694,Not Distracted,40-49
25695,Not Distracted,40-49
25696,Not Distracted,40-49
25697,Not Distracted,40-49
25698,Not Distracted,40-49
25699,Not Distracted,40-49
25700,Not Distracted,40-49
25701,Not Distracted,40-49
25702,Not Distracted,40-49
25703,Not Distracted,40-49
25704,Not Distracted,40-49
25705,Not Distracted,40-49
25706,Not Distracted,40-49
25707,Not Distracted,40-49
25708,Not Distracted,40-49
25709,Not Distracted,40-49
25710,Not Distracted,40-49
25711,Not Distracted,40-49
25712,Not Distracted,40-49
25713,Not Distracted,40-49
25714,Not Distracted,40-49
25715,Not Distracted,40-49
25716,Not Distracted,40-49
25717,Not Distracted,40-49
25718,Not Distracted,40-49
25719,Not Distracted,40-49
25720,Not Distracted,40-49
25721,Not Distracted,40-49
25722,Not Distracted,40-49
25723,Not Distracted,40-49
25724,Not Distracted,40-49
25725,Not Distracted,40-49
25726,Not Distracted,40-49
25727,Not Distracted,40-49
25728,Not Distracted,40-49
25729,Not Distracted,40-49
25730,Not Distracted,40-49
25731,Not Distracted,40-49
25732,Not Distracted,40-49
25733,Not Distracted,40-49
25734,Not Distracted,40-49
25735,Not Distracted,40-49
25736,Not Distracted,40-49
25737,Not Distracted,40-49
25738,Not Distracted,40-49
25739,Not Distracted,40-49
25740,Not Distracted,40-49
25741,Not Distracted,40-49
25742,Not Distracted,40-49
25743,Not Distracted,40-49
25744,Not Distracted,40-49
25745,Not Distracted,40-49
25746,Not Distracted,40-49
25747,Not Distracted,40-49
25748,Not Distracted,40-49
25749,Not Distracted,40-49
25750,Not Distracted,40-49
25751,Not Distracted,40-49
25752,Not Distracted,40-49
25753,Not Distracted,40-49
25754,Not Distracted,40-49
25755,Not Distracted,40-49
25756,Not Distracted,40-49
25757,Not Distracted,40-49
25758,Not Distracted,40-49
25759,Not Distracted,40-49
25760,Not Distracted,40-49
25761,Not Distracted,40-49
25762,Not Distracted,40-49
25763,Not Distracted,40-49
25764,Not Distracted,40-49
25765,Not Distracted,40-49
25766,Not Distracted,40-49
25767,Not Distracted,40-49
25768,Not Distracted,40-49
25769,Not Distracted,40-49
25770,Not Distracted,40-49
25771,Not Distracted,40-49
25772,Not Distracted,40-49
25773,Not Distracted,40-49
25774,Not Distracted,40-49
25775,Not Distracted,40-49
25776,Not Distracted,40-49
25777,Not Distracted,40-49
25778,Not Distracted,40-49
25779,Not Distracted,40-49
25780,Not Distracted,40-49
25781,Not Distracted,40-49
25782,Not Distracted,40-49
25783,Not Distracted,40-49
25784,Not Distracted,40-49
25785,Not Distracted,40-49
25786,Not Distracted,40-49
25787,Not Distracted,40-49
25788,Not Distracted,40-49
25789,Not Distracted,40-49
25790,Not Distracted,40-49
25791,Not Distracted,40-49
25792,Not Distracted,40-49
25793,Not Distracted,40-49
25794,Not Distracted,40-49
25795,Not Distracted,40-49
25796,Not Distracted,40-49
25797,Not Distracted,40-49
25798,Not Distracted,40-49
25799,Not Distracted,40-49
25800,Not Distracted,40-49
25801,Not Distracted,40-49
25802,Not Distracted,40-49
25803,Not Distracted,40-49
25804,Not Distracted,40-49
25805,Not Distracted,40-49
25806,Not Distracted,40-49
25807,Not Distracted,40-49
25808,Not Distracted,40-49
25809,Not Distracted,40-49
25810,Not Distracted,40-49
25811,Not Distracted,40-49
25812,Not Distracted,40-49
25813,Not Distracted,40-49
25814,Not Distracted,40-49
25815,Not Distracted,40-49
25816,Not Distracted,40-49
25817,Not Distracted,40-49
25818,Not Distracted,40-49
25819,Not Distracted,40-49
25820,Not Distracted,40-49
25821,Not Distracted,40-49
25822,Not Distracted,40-49
25823,Not Distracted,40-49
25824,Not Distracted,40-49
25825,Not Distracted,40-49
25826,Not Distracted,40-49
25827,Not Distracted,40-49
25828,Not Distracted,40-49
25829,Not Distracted,40-49
25830,Not Distracted,40-49
25831,Not Distracted,40-49
25832,Not Distracted,40-49
25833,Not Distracted,40-49
25834,Not Distracted,40-49
25835,Not Distracted,40-49
25836,Not Distracted,40-49
25837,Not Distracted,40-49
25838,Not Distracted,40-49
25839,Not Distracted,40-49
25840,Not Distracted,40-49
25841,Not Distracted,40-49
25842,Not Distracted,40-49
25843,Not Distracted,40-49
25844,Not Distracted,40-49
25845,Not Distracted,40-49
25846,Not Distracted,40-49
25847,Not Distracted,40-49
25848,Not Distracted,40-49
25849,Not Distracted,40-49
25850,Not Distracted,40-49
25851,Not Distracted,40-49
25852,Not Distracted,40-49
25853,Not Distracted,40-49
25854,Not Distracted,40-49
25855,Not Distracted,40-49
25856,Not Distracted,40-49
25857,Not Distracted,40-49
25858,Not Distracted,40-49
25859,Not Distracted,40-49
25860,Not Distracted,40-49
25861,Not Distracted,40-49
25862,Not Distracted,40-49
25863,Not Distracted,40-49
25864,Not Distracted,40-49
25865,Not Distracted,40-49
25866,Not Distracted,40-49
25867,Not Distracted,40-49
25868,Not Distracted,40-49
25869,Not Distracted,40-49
25870,Not Distracted,40-49
25871,Not Distracted,40-49
25872,Not Distracted,40-49
25873,Not Distracted,40-49
25874,Not Distracted,40-49
25875,Not Distracted,40-49
25876,Not Distracted,40-49
25877,Not Distracted,40-49
25878,Not Distracted,40-49
25879,Not Distracted,40-49
25880,Not Distracted,40-49
25881,Not Distracted,40-49
25882,Not Distracted,40-49
25883,Not Distracted,40-49
25884,Not Distracted,40-49
25885,Not Distracted,40-49
25886,Not Distracted,40-49
25887,Not Distracted,40-49
25888,Not Distracted,40-49
25889,Not Distracted,40-49
25890,Not Distracted,40-49
25891,Not Distracted,40-49
25892,Not Distracted,40-49
25893,Not Distracted,40-49
25894,Not Distracted,40-49
25895,Not Distracted,40-49
25896,Not Distracted,40-49
25897,Not Distracted,40-49
25898,Not Distracted,40-49
25899,Not Distracted,40-49
25900,Not Distracted,40-49
25901,Not Distracted,40-49
25902,Not Distracted,40-49
25903,Not Distracted,40-49
25904,Not Distracted,40-49
25905,Not Distracted,40-49
25906,Not Distracted,40-49
25907,Not Distracted,40-49
25908,Not Distracted,40-49
25909,Not Distracted,40-49
25910,Not Distracted,40-49
25911,Not Distracted,40-49
25912,Not Distracted,40-49
25913,Not Distracted,40-49
25914,Not Distracted,40-49
25915,Not Distracted,40-49
25916,Not Distracted,40-49
25917,Not Distracted,40-49
25918,Not Distracted,40-49
25919,Not Distracted,40-49
25920,Not Distracted,40-49
25921,Not Distracted,40-49
25922,Not Distracted,40-49
25923,Not Distracted,40-49
25924,Not Distracted,40-49
25925,Not Distracted,40-49
25926,Not Distracted,40-49
25927,Not Distracted,40-49
25928,Not Distracted,40-49
25929,Not Distracted,40-49
25930,Not Distracted,40-49
25931,Not Distracted,40-49
25932,Not Distracted,40-49
25933,Not Distracted,40-49
25934,Not Distracted,40-49
25935,Not Distracted,40-49
25936,Not Distracted,40-49
25937,Not Distracted,40-49
25938,Not Distracted,40-49
25939,Not Distracted,40-49
25940,Not Distracted,40-49
25941,Not Distracted,40-49
25942,Not Distracted,40-49
25943,Not Distracted,40-49
25944,Not Distracted,40-49
25945,Not Distracted,40-49
25946,Not Distracted,40-49
25947,Not Distracted,40-49
25948,Not Distracted,40-49
25949,Not Distracted,40-49
25950,Not Distracted,40-49
25951,Not Distracted,40-49
25952,Not Distracted,40-49
25953,Not Distracted,40-49
25954,Not Distracted,40-49
25955,Not Distracted,40-49
25956,Not Distracted,40-49
25957,Not Distracted,40-49
25958,Not Distracted,40-49
25959,Not Distracted,40-49
25960,Not Distracted,40-49
25961,Not Distracted,40-49
25962,Not Distracted,40-49
25963,Not Distracted,40-49
25964,Not Distracted,40-49
25965,Not Distracted,40-49
25966,Not Distracted,40-49
25967,Not Distracted,40-49
25968,Not Distracted,40-49
25969,Not Distracted,40-49
25970,Not Distracted,40-49
25971,Not Distracted,40-49
25972,Not Distracted,40-49
25973,Not Distracted,40-49
25974,Not Distracted,40-49
25975,Not Distracted,40-49
25976,Not Distracted,40-49
25977,Not Distracted,40-49
25978,Not Distracted,40-49
25979,Not Distracted,40-49
25980,Not Distracted,40-49
25981,Not Distracted,40-49
25982,Not Distracted,40-49
25983,Not Distracted,40-49
25984,Not Distracted,40-49
25985,Not Distracted,40-49
25986,Not Distracted,40-49
25987,Not Distracted,40-49
25988,Not Distracted,40-49
25989,Not Distracted,40-49
25990,Not Distracted,40-49
25991,Not Distracted,40-49
25992,Not Distracted,40-49
25993,Not Distracted,40-49
25994,Not Distracted,40-49
25995,Not Distracted,40-49
25996,Not Distracted,40-49
25997,Not Distracted,40-49
25998,Not Distracted,40-49
25999,Not Distracted,40-49
26000,Not Distracted,40-49
26001,Not Distracted,40-49
26002,Not Distracted,40-49
26003,Not Distracted,40-49
26004,Not Distracted,40-49
26005,Not Distracted,40-49
26006,Not Distracted,40-49
26007,Not Distracted,40-49
26008,Not Distracted,40-49
26009,Not Distracted,40-49
26010,Not Distracted,40-49
26011,Not Distracted,40-49
26012,Not Distracted,40-49
26013,Not Distracted,40-49
26014,Not Distracted,40-49
26015,Not Distracted,40-49
26016,Not Distracted,40-49
26017,Not Distracted,40-49
26018,Not Distracted,40-49
26019,Not Distracted,40-49
26020,Not Distracted,40-49
26021,Not Distracted,40-49
26022,Not Distracted,40-49
26023,Not Distracted,40-49
26024,Not Distracted,40-49
26025,Not Distracted,40-49
26026,Not Distracted,40-49
26027,Not Distracted,40-49
26028,Not Distracted,40-49
26029,Not Distracted,40-49
26030,Not Distracted,40-49
26031,Not Distracted,40-49
26032,Not Distracted,40-49
26033,Not Distracted,40-49
26034,Not Distracted,40-49
26035,Not Distracted,40-49
26036,Not Distracted,40-49
26037,Not Distracted,40-49
26038,Not Distracted,40-49
26039,Not Distracted,40-49
26040,Not Distracted,40-49
26041,Not Distracted,40-49
26042,Not Distracted,40-49
26043,Not Distracted,40-49
26044,Not Distracted,40-49
26045,Not Distracted,40-49
26046,Not Distracted,40-49
26047,Not Distracted,40-49
26048,Not Distracted,40-49
26049,Not Distracted,40-49
26050,Not Distracted,40-49
26051,Not Distracted,40-49
26052,Not Distracted,40-49
26053,Not Distracted,40-49
26054,Not Distracted,40-49
26055,Not Distracted,40-49
26056,Not Distracted,40-49
26057,Not Distracted,40-49
26058,Not Distracted,40-49
26059,Not Distracted,40-49
26060,Not Distracted,40-49
26061,Not Distracted,40-49
26062,Not Distracted,40-49
26063,Not Distracted,40-49
26064,Not Distracted,40-49
26065,Not Distracted,40-49
26066,Not Distracted,40-49
26067,Not Distracted,40-49
26068,Not Distracted,40-49
26069,Not Distracted,40-49
26070,Not Distracted,40-49
26071,Not Distracted,40-49
26072,Not Distracted,40-49
26073,Not Distracted,40-49
26074,Not Distracted,40-49
26075,Not Distracted,40-49
26076,Not Distracted,40-49
26077,Not Distracted,40-49
26078,Not Distracted,40-49
26079,Not Distracted,40-49
26080,Not Distracted,40-49
26081,Not Distracted,40-49
26082,Not Distracted,40-49
26083,Not Distracted,40-49
26084,Not Distracted,40-49
26085,Not Distracted,40-49
26086,Not Distracted,40-49
26087,Not Distracted,40-49
26088,Not Distracted,40-49
26089,Not Distracted,40-49
26090,Not Distracted,40-49
26091,Not Distracted,40-49
26092,Not Distracted,40-49
26093,Not Distracted,40-49
26094,Not Distracted,40-49
26095,Not Distracted,40-49
26096,Not Distracted,40-49
26097,Not Distracted,40-49
26098,Not Distracted,40-49
26099,Not Distracted,40-49
26100,Not Distracted,40-49
26101,Not Distracted,40-49
26102,Not Distracted,40-49
26103,Not Distracted,40-49
26104,Not Distracted,40-49
26105,Not Distracted,40-49
26106,Not Distracted,40-49
26107,Not Distracted,40-49
26108,Not Distracted,40-49
26109,Not Distracted,40-49
26110,Not Distracted,40-49
26111,Not Distracted,40-49
26112,Not Distracted,40-49
26113,Not Distracted,40-49
26114,Not Distracted,40-49
26115,Not Distracted,40-49
26116,Not Distracted,40-49
26117,Not Distracted,40-49
26118,Not Distracted,40-49
26119,Not Distracted,40-49
26120,Not Distracted,40-49
26121,Not Distracted,40-49
26122,Not Distracted,40-49
26123,Not Distracted,40-49
26124,Not Distracted,40-49
26125,Not Distracted,40-49
26126,Not Distracted,40-49
26127,Not Distracted,40-49
26128,Not Distracted,40-49
26129,Not Distracted,40-49
26130,Not Distracted,40-49
26131,Not Distracted,40-49
26132,Not Distracted,40-49
26133,Not Distracted,40-49
26134,Not Distracted,40-49
26135,Not Distracted,40-49
26136,Not Distracted,40-49
26137,Not Distracted,40-49
26138,Not Distracted,40-49
26139,Not Distracted,40-49
26140,Not Distracted,40-49
26141,Not Distracted,40-49
26142,Not Distracted,40-49
26143,Not Distracted,40-49
26144,Not Distracted,40-49
26145,Not Distracted,40-49
26146,Not Distracted,40-49
26147,Not Distracted,40-49
26148,Not Distracted,40-49
26149,Not Distracted,40-49
26150,Not Distracted,40-49
26151,Not Distracted,40-49
26152,Not Distracted,40-49
26153,Not Distracted,40-49
26154,Not Distracted,40-49
26155,Not Distracted,40-49
26156,Not Distracted,40-49
26157,Not Distracted,40-49
26158,Not Distracted,40-49
26159,Not Distracted,40-49
26160,Not Distracted,40-49
26161,Not Distracted,40-49
26162,Not Distracted,40-49
26163,Not Distracted,40-49
26164,Not Distracted,40-49
26165,Not Distracted,40-49
26166,Not Distracted,40-49
26167,Not Distracted,40-49
26168,Not Distracted,40-49
26169,Not Distracted,40-49
26170,Not Distracted,40-49
26171,Not Distracted,40-49
26172,Not Distracted,40-49
26173,Not Distracted,40-49
26174,Not Distracted,40-49
26175,Not Distracted,40-49
26176,Not Distracted,40-49
26177,Not Distracted,40-49
26178,Not Distracted,40-49
26179,Not Distracted,40-49
26180,Not Distracted,40-49
26181,Not Distracted,40-49
26182,Not Distracted,40-49
26183,Not Distracted,40-49
26184,Not Distracted,40-49
26185,Not Distracted,40-49
26186,Not Distracted,40-49
26187,Not Distracted,40-49
26188,Not Distracted,40-49
26189,Not Distracted,40-49
26190,Not Distracted,40-49
26191,Not Distracted,40-49
26192,Not Distracted,40-49
26193,Not Distracted,40-49
26194,Not Distracted,40-49
26195,Not Distracted,40-49
26196,Not Distracted,40-49
26197,Not Distracted,40-49
26198,Not Distracted,40-49
26199,Not Distracted,40-49
26200,Not Distracted,40-49
26201,Not Distracted,40-49
26202,Not Distracted,40-49
26203,Not Distracted,40-49
26204,Not Distracted,40-49
26205,Not Distracted,40-49
26206,Not Distracted,40-49
26207,Not Distracted,40-49
26208,Not Distracted,40-49
26209,Not Distracted,40-49
26210,Not Distracted,40-49
26211,Not Distracted,40-49
26212,Not Distracted,40-49
26213,Not Distracted,40-49
26214,Not Distracted,40-49
26215,Not Distracted,40-49
26216,Not Distracted,40-49
26217,Not Distracted,40-49
26218,Not Distracted,40-49
26219,Not Distracted,40-49
26220,Not Distracted,40-49
26221,Not Distracted,40-49
26222,Not Distracted,40-49
26223,Not Distracted,40-49
26224,Not Distracted,40-49
26225,Not Distracted,40-49
26226,Not Distracted,40-49
26227,Not Distracted,40-49
26228,Not Distracted,40-49
26229,Not Distracted,40-49
26230,Not Distracted,40-49
26231,Not Distracted,40-49
26232,Not Distracted,40-49
26233,Not Distracted,40-49
26234,Not Distracted,40-49
26235,Not Distracted,40-49
26236,Not Distracted,40-49
26237,Not Distracted,40-49
26238,Not Distracted,40-49
26239,Not Distracted,40-49
26240,Not Distracted,40-49
26241,Not Distracted,40-49
26242,Not Distracted,40-49
26243,Not Distracted,40-49
26244,Not Distracted,40-49
26245,Not Distracted,40-49
26246,Not Distracted,40-49
26247,Not Distracted,40-49
26248,Not Distracted,40-49
